GeneID	Symbol	Description	Synonyms	Maestro score	FDR	Evidence	Tissues
11164	NUDT5	nudix (nucleoside diphosphate linked moiety X)-type motif 5	YSA1, YSA1H, YSAH1, hYSAH1, Q9UKK9	5	4%	"yeast mito homolog++, mito protein domain, coexpression"	none
10367	MICU1	mitochondrial calcium uptake 1	CALC, CBARA1, EFHA3, Q9BPX6	5	4%	"literature, APEX_IMS, GFP, targetP signal, mito protein domain, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
6647	SOD1	"superoxide dismutase 1, soluble"	ALS, ALS1, HEL-S-44, IPOA, SOD, hSod1, homodimer, P00441	5	4%	"literature, mito protein domain, induction, coexpression"	all 14
253190	SERHL2	serine hydrolase-like 2	dJ222E13.1, Q9H4I8	5	4%	"Rickettsial homolog, mito protein domain, MS/MS"	kidney, adipose, smallintestine, largeintestine, stomach, placenta, testis
124997	WDR81	WD repeat domain 81	CAMRQ2, Q562E7	5	4%	"targetP signal+, mito protein domain"	placenta
388962	BOLA3	bolA family member 3	MMDS2, Q53S33	5	4%	"targetP signal, mito protein domain, MS/MS"	cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
25915	NDUFAF3	"NADH dehydrogenase (ubiquinone) complex I, assembly factor 3"	2P1, C3orf60, E3-3, Q9BU61	5	4%	"literature, targetP signal, mito protein domain, MS/MS"	all 14
132299	OCIAD2	OCIA domain containing 2	Q56VL3	5	4%	MS/MS++	all 14
55316	RSAD1	radical S-adenosyl methionine domain containing 1	Q9HA92	5	4%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression"	none
57552	NCEH1	neutral cholesterol ester hydrolase 1	AADACL1, NCEH, Q6PIU2	5	4%	"targetP signal, mito protein domain, induction"	cerebellum, spinalcord
84303	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6	CHCM1, PPP1R23, Q9BRQ6	5	4%	"literature, APEX_IMS, APEX_matrix, coexpression, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis
7167	TPI1	triosephosphate isomerase 1	HEL-S-49, TIM, TPI, TPID, P60174	5	4%	"yeast mito homolog++, induction"	all 14
22868	FASTKD2	FAST kinase domains 2	KIAA0971, Q9NYY8	5	4%	"literature, APEX_matrix, induction, coexpression, MS/MS"	skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis
8799	PEX11B	peroxisomal biogenesis factor 11 beta	PEX11-BETA, PEX14B, O96011	5	4%	"targetP signal, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis
25880	TMEM186	transmembrane protein 186	C16orf51, Q96B77	5	4%	"targetP signal, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
84033	OBSCN	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"	ARHGEF30, UNC89, Q5VST9	5	4%	"mito protein domain, induction, coexpression"	cerebrum, cerebellum, kidney, skeletalmuscle, smallintestine, stomach, testis
1528	CYB5A	cytochrome b5 type A (microsomal)	CYB5, MCB5, P00167	5	4%	"mito protein domain, coexpression, MS/MS"	cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
80119	PIF1	PIF1 5'-to-3' DNA helicase	C15orf20, PIF, Q9H611	5	4%	"literature, targetP signal+, yeast mito homolog, mito protein domain"	none
2168	FABP1	"fatty acid binding protein 1, liver"	FABPL, L-FABP, P07148	5	4%	"mito protein domain, MS/MS++"	liver, smallintestine
215	ABCD1	"ATP-binding cassette, sub-family D (ALD), member 1"	ABC42, ALD, ALDP, AMN, P33897	5	4%	"Rickettsial homolog, mito protein domain, induction"	adipose
2597	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	G3PD, GAPD, HEL-S-162eP, P04406	5	4%	"targetP signal, yeast mito homolog, Rickettsial homolog"	all 14
11212	PROSC	proline synthetase co-transcribed homolog (bacterial)	O94903	5	4%	"APEX_matrix, coexpression, MS/MS++"	all 14
9399	STOML1	stomatin (EPB72)-like 1	SLP-1, STORP, hUNC-24, Q9UBI4	5	4%	"targetP signal, Rickettsial homolog, mito protein domain+"	none
1622	DBI	"diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein)"	ACBD1, ACBP, CCK-RP, EP, P07108	5	5%	"mito protein domain, induction, coexpression"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
5297	PI4KA	"phosphatidylinositol 4-kinase, catalytic, alpha"	PI4K-ALPHA, PIK4CA, pi4K230, P42356	5	5%	"yeast mito homolog, mito protein domain, induction"	cerebrum, cerebellum, brainstem, spinalcord, placenta, testis
87178	PNPT1	polyribonucleotide nucleotidyltransferase 1	COXPD13, DFNB70, OLD35, PNPASE, old-35, Q8TCS8	5	5%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain"	all 14
51643	TMBIM4	transmembrane BAX inhibitor motif containing 4	GAAP, LFG4, S1R, ZPRO, Q9HC24	5	5%	"Rickettsial homolog, mito protein domain, induction, coexpression"	none
116447	TOP1MT	"topoisomerase (DNA) I, mitochondrial"	Q969P6	5	5%	"literature, APEX_matrix, targetP signal, mito protein domain, coexpression"	none
123207	C15orf40	chromosome 15 open reading frame 40	Q8WUR7	5	5%	"targetP signal, Rickettsial homolog, coexpression"	none
246243	RNASEH1	ribonuclease H1	H1RNA, RNH1, O60930	5	5%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, coexpression"	none
10350	ABCA9	"ATP-binding cassette, sub-family A (ABC1), member 9"	EST640918, Q8IUA7	5	5%	"GFP, yeast mito homolog, Rickettsial homolog, mito protein domain"	cerebrum, placenta
6342	SCP2	sterol carrier protein 2	NLTP, NSL-TP, SCP-2, SCP-CHI, SCP-X, SCPX, P22307	5	5%	"Rickettsial homolog, mito protein domain+"	brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, placenta, testis
51559	NT5DC3	5'-nucleotidase domain containing 3	TU12B1-TY, TU12B1TY, Q86UY8	5	5%	"APEX_matrix, targetP signal, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, stomach, placenta, testis
5775	PTPN4	"protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)"	MEG, PTPMEG, PTPMEG1, P29074	5	5%	"targetP signal, mito protein domain, coexpression"	none
100272147	CMC4	C-x(9)-C motif containing 4	C6.1B, MTCP1, MTCP1B, MTCP1NB, p8, p8MTCP1, P56277	5	5%	"yeast mito homolog++, mito protein domain+"	none
51	ACOX1	"acyl-CoA oxidase 1, palmitoyl"	ACOX, PALMCOX, SCOX, Q15067	5	5%	"mito protein domain+, coexpression"	kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis
3945	LDHB	lactate dehydrogenase B	HEL-S-281, LDH-B, LDH-H, LDHBD, TRG-5, P07195	5	5%	"Rickettsial homolog, mito protein domain, induction"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
54059	YBEY	ybeY metallopeptidase (putative)	C21orf57, P58557	5	5%	"APEX_matrix, targetP signal, Rickettsial homolog, MS/MS"	largeintestine, placenta, testis
3094	HINT1	histidine triad nucleotide binding protein 1	HINT, NMAN, PKCI-1, PRKCNH1, P49773	5	5%	"Rickettsial homolog, mito protein domain, coexpression"	cerebrum, cerebellum, brainstem, spinalcord, kidney, smallintestine, placenta, testis
5313	PKLR	"pyruvate kinase, liver and RBC"	PK1, PKL, PKR, PKRL, RPK, P30613	5	5%	"yeast mito homolog++, mito protein domain"	cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
79594	MUL1	mitochondrial E3 ubiquitin protein ligase 1	C1orf166, GIDE, MAPL, MULAN, RNF218, RP11-401M16.2, Q969V5	5	5%	"literature, mito protein domain+, induction"	skeletalmuscle, largeintestine
7084	TK2	"thymidine kinase 2, mitochondrial"	MTDPS2, MTTK, O00142	5	5%	"literature, targetP signal, mito protein domain, MS/MS"	cerebrum, cerebellum, brainstem, adipose
79814	AGMAT	agmatine ureohydrolase (agmatinase)	Q9BSE5	4	6%	"literature, targetP signal, mito protein domain, MS/MS+"	liver, smallintestine
129607	CMPK2	"cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial"	TMPK2, TYKi, UMP-CMPK2, Q5EBM0	4	6%	"literature, targetP signal+, MS/MS"	spinalcord, smallintestine
637	BID	BH3 interacting domain death agonist	FP497, P55957	4	6%	"literature, targetP signal+, mito protein domain, coexpression"	none
55333	SYNJ2BP	synaptojanin 2 binding protein	ARIP2, OMP25, P57105	4	6%	"APEX_IMS, mito protein domain, coexpression, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
402	ARL2	ADP-ribosylation factor-like 2	ARFL2, P36404	4	6%	"literature, mito protein domain, coexpression, MS/MS+"	cerebrum, brainstem, spinalcord, adipose, largeintestine
56947	MFF	mitochondrial fission factor	C2orf33, GL004, Q9GZY8	4	6%	"literature, induction, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, placenta, testis
51181	DCXR	dicarbonyl/L-xylulose reductase	DCR, HCR2, HCRII, KIDCR, P34H, SDR20C1, XR, Q7Z4W1	4	6%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain"	cerebrum, cerebellum, spinalcord, heart, adipose, largeintestine, stomach, placenta, testis
53343	NUDT9	nudix (nucleoside diphosphate linked moiety X)-type motif 9	NUDT10, Q9BW91	4	6%	"APEX_matrix, mito protein domain, coexpression, MS/MS"	cerebrum, cerebellum, placenta, testis
23600	AMACR	alpha-methylacyl-CoA racemase	AMACRD, CBAS4, RACE, RM, Q9UHK6	4	6%	"literature, mito protein domain, coexpression, MS/MS"	kidney, liver, adipose, smallintestine, testis
11162	NUDT6	nudix (nucleoside diphosphate linked moiety X)-type motif 6	ASFGF2, FGF-AS, FGF2AS, GFG-1, GFG1, P53370	4	6%	"APEX_matrix, targetP signal, mito protein domain, coexpression"	none
55101	ATP5SL	ATP5S-like	Q9NW81	4	7%	"APEX_matrix, GFP, targetP signal, induction, MS/MS"	cerebrum, cerebellum, brainstem, stomach
29960	FTSJ2	FtsJ RNA methyltransferase homolog 2 (E. coli)	FJH1, HEL97, MRM2, Q9UI43	4	7%	"literature, Rickettsial homolog, mito protein domain, coexpression"	cerebrum
578	BAK1	BCL2-antagonist/killer 1	BAK, BAK-LIKE, BCL2L7, CDN1, Q16611	4	7%	"literature, mito protein domain, MS/MS++"	brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
51642	MRPL48	mitochondrial ribosomal protein L48	HSPC290, L48MT, MRP-L48, Q96GC5	4	7%	"literature, APEX_matrix, mito protein domain, MS/MS++"	all 14
51205	ACP6	"acid phosphatase 6, lysophosphatidic"	ACPL1, LPAP, PACPL1, Q9NPH0	4	7%	"literature, APEX_IMS, mito protein domain, MS/MS++"	cerebrum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
4259	MGST3	microsomal glutathione S-transferase 3	GST-III, O14880	4	7%	"APEX_IMS, mito protein domain, MS/MS++"	all 14
4129	MAOB	monoamine oxidase B	P27338	4	7%	"literature, mito protein domain, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
1723	DHODH	dihydroorotate dehydrogenase (quinone)	DHOdehase, POADS, URA1, Q02127	4	7%	"literature, mito protein domain, MS/MS++"	cerebrum, spinalcord, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
189	AGXT	alanine-glyoxylate aminotransferase	AGT, AGT1, AGXT1, PH1, SPAT, SPT, TLH6, P21549	4	7%	"literature, yeast mito homolog, mito protein domain, MS/MS"	liver
1727	CYB5R3	cytochrome b5 reductase 3	B5R, DIA1, P00387	4	7%	"literature, mito protein domain, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
55794	DDX28	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28	MDDX28, Q9NUL7	4	7%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain"	spinalcord, adipose
664	BNIP3	BCL2/adenovirus E1B 19kDa interacting protein 3	NIP3, Q12983	4	7%	"literature, mito protein domain+, MS/MS"	cerebrum, cerebellum, brainstem, heart, skeletalmuscle, adipose
8225	GTPBP6	GTP binding protein 6 (putative)	PGPL, O43824	4	8%	"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain"	none
4595	MUTYH	mutY homolog	CYP2C, MYH, Q9UIF7	4	8%	"GFP, targetP signal+, Rickettsial homolog, mito protein domain"	none
1583	CYP11A1	"cytochrome P450, family 11, subfamily A, polypeptide 1"	CYP11A, CYPXIA1, P450SCC, P05108	4	8%	"literature, mito protein domain, MS/MS+"	adipose, placenta, testis
54940	OCIAD1	OCIA domain containing 1	ASRIJ, OCIA, TPA018, Q9NX40	4	8%	"APEX_IMS, GFP, MS/MS++"	all 14
79828	METTL8	methyltransferase like 8	TIP, Q9H825	4	8%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain"	none
84881	RPUSD4	RNA pseudouridylate synthase domain containing 4	Q96CM3	4	9%	"APEX_matrix, GFP, Rickettsial homolog, mito protein domain, coexpression"	placenta
10201	NME6	NME/NM23 nucleoside diphosphate kinase 6	IPIA-ALPHA, NDK 6, NM23-H6, O75414	3	10%	"literature, APEX_matrix, GFP, Rickettsial homolog, mito protein domain, coexpression"	largeintestine
23770	FKBP8	"FK506 binding protein 8, 38kDa"	FKBP38, FKBPr38, Q14318	3	10%	"literature, mito protein domain, coexpression, MS/MS"	cerebrum, brainstem, spinalcord, largeintestine, placenta, testis
79671	NLRX1	NLR family member X1	CLR11.3, DLNB26, NOD26, NOD5, NOD9, Q86UT6	3	10%	"APEX_matrix, targetP signal, MS/MS"	all 14
55572	FOXRED1	FAD-dependent oxidoreductase domain containing 1	H17, Q96CU9	3	10%	"literature, mito protein domain, coexpression+"	adipose, largeintestine, placenta, testis
64216	TFB2M	"transcription factor B2, mitochondrial"	Hkp1, mtTFB2, Q9H5Q4	3	10%	"literature, APEX_matrix, targetP signal+, mito protein domain"	placenta
152926	PPM1K	"protein phosphatase, Mg2+/Mn2+ dependent, 1K"	BDP, MSUDMV, PP2Ckappa, PP2Cm, PTMP, UG0882E07, Q8N3J5	3	10%	"literature, targetP signal+, mito protein domain"	cerebellum, liver, heart, adipose
517	ATP5G2	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)"	ATP5A, Q06055	3	10%	"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain"	none
4535	ND1	"NADH dehydrogenase, subunit 1 (complex I)"	MTND1, P03886	3	11%	"literature, Rickettsial homolog, mito protein domain, MS/MS"	all 14
253827	MSRB3	methionine sulfoxide reductase B3	DFNB74, Q8IXL7	3	11%	"literature, yeast mito homolog+, mito protein domain"	none
55335	NIPSNAP3B	nipsnap homolog 3B (C. elegans)	NIPSNAP3, Q9BS92	3	11%	"GFP, targetP signal, MS/MS+"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis
4913	NTHL1	nth endonuclease III-like 1 (E. coli)	NTH1, OCTS3, P78549	3	12%	"literature, yeast mito homolog, Rickettsial homolog, mito protein domain"	none
54708	MARCH5	membrane-associated ring finger (C3HC4) 5	MARCH-V, MITOL, RNF153, Q9NX47	3	12%	"literature, mito protein domain, coexpression, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis
119559	SFXN4	sideroflexin 4	BCRM1, COXPD18, Q6P4A7	3	12%	"literature, mito protein domain+"	cerebellum, spinalcord
293	SLC25A6	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6"	2, 3, AAC3, ANT, ANT 2, ANT 3, ANT3, ANT3Y, P12236	3	12%	"literature, yeast mito homolog+, mito protein domain+"	none
4968	OGG1	8-oxoguanine DNA glycosylase	HMMH, HOGG1, MUTM, OGH1, O15527	3	12%	"literature, targetP signal, yeast mito homolog, mito protein domain"	none
81890	QTRT1	queuine tRNA-ribosyltransferase 1	FP3235, TGT, TGUT, Q9BXR0	3	13%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression"	none
84883	AIFM2	"apoptosis-inducing factor, mitochondrion-associated, 2"	AMID, PRG3, RP11-367H5.2, Q9BRQ8	3	13%	"literature, Rickettsial homolog, mito protein domain, coexpression"	none
7001	PRDX2	peroxiredoxin 2	HEL-S-2a, NKEF-B, NKEFB, PRP, PRX2, PRXII, PTX1, TDPX1, TPX1, TSA, P32119	2	13%	"GFP, Rickettsial homolog, mito protein domain, coexpression"	cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, stomach, placenta, testis
26235	FBXL4	F-box and leucine-rich repeat protein 4	FBL4, FBL5, MTDPS13, Q9UKA2	2	14%	"literature, mito protein domain, coexpression"	adipose
57678	GPAM	"glycerol-3-phosphate acyltransferase, mitochondrial"	GPAT, GPAT1, Q9HCL2	2	15%	"literature, mito protein domain, coexpression"	cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
84833	USMG5	up-regulated during skeletal muscle growth 5 homolog (mouse)	DAPIT, HCVFTP2, bA792D24.4, Q96IX5	2	15%	"GFP, MS/MS++"	all 14
84293	FAM213A	"family with sequence similarity 213, member A"	C10orf58, PAMM, Q9BRX8	2	15%	"GFP, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, placenta, testis
55177	RMDN3	regulator of microtubule dynamics 3	FAM82A2, FAM82C, RMD-3, RMD3, ptpip51, Q96TC7	2	15%	"literature, APEX_IMS, GFP, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, stomach, placenta, testis
27109	ATP5S	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit s (factor B)"	ATPW, FB, HSU79253, Q99766	2	15%	"literature, APEX_matrix, MS/MS++"	cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis
100303755	PET117	PET117 homolog (S. cerevisiae)	CSRP2BP, Q6UWS5	2	15%	"literature, yeast mito homolog, MS/MS"	cerebrum, cerebellum, liver, adipose, largeintestine, stomach, placenta
4128	MAOA	monoamine oxidase A	MAO-A, P21397	2	15%	"literature, mito protein domain, MS/MS+"	all 14
145853	C15orf61	chromosome 15 open reading frame 61	A6NNL5	2	15%	"APEX_matrix, targetP signal, MS/MS"	brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, testis
3429	IFI27	"interferon, alpha-inducible protein 27"	FAM14D, ISG12, ISG12A, P27, P40305	2	15%	"literature, induction, coexpression"	none
25974	MMACHC	"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria"	RP11-291L19.3, cblC, Q9Y4U1	2	15%	"GFP, coexpression++"	none
6210	RPS15A	ribosomal protein S15a	S15a, P62244	2	15%	"GFP, Rickettsial homolog, mito protein domain"	cerebrum, liver, smallintestine, placenta, testis
5831	PYCR1	pyrroline-5-carboxylate reductase 1	ARCL2B, ARCL3B, P5C, P5CR, PIG45, PP222, PRO3, PYCR, P32322	2	15%	"literature, mito protein domain, MS/MS"	cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis
1429	CRYZ	"crystallin, zeta (quinone reductase)"	Q08257	2	15%	"APEX_matrix, mito protein domain, MS/MS"	spinalcord, kidney, liver, adipose, placenta, testis
3852	KRT5	keratin 5	CK5, DDD, DDD1, EBS2, K5, KRT5A, P13647	2	16%	"GFP, targetP signal, MS/MS+"	all 14
4736	RPL10A	ribosomal protein L10a	Csa-19, L10A, NEDD6, P62906	2	16%	"GFP, Rickettsial homolog, mito protein domain"	cerebrum, cerebellum, liver, smallintestine, placenta, testis
55217	TMLHE	"trimethyllysine hydroxylase, epsilon"	AUTSX6, BBOX2, TMLD, TMLH, TMLHED, XAP130, Q9NVH6	2	16%	"literature, APEX_matrix, mito protein domain, MS/MS"	kidney, adipose, smallintestine, largeintestine, stomach, placenta, testis
